8/26/2021 3:54:23 PM---Messages--:****************************: ################NEW CONNECTION###############***********************
8/26/2021 3:54:23 PM---Messages--:Connected With   : Database :- TVI_PilotCompany
8/26/2021 3:58:27 PM---Messages--:****************************: ################NEW CONNECTION###############***********************
8/26/2021 3:58:27 PM---Messages--:Connected With   : Database :- TVI_PilotCompany
8/26/2021 3:58:55 PM---Messages--:Main: Column 'Benefit Employee Claim ID-TAD' does not belong to table .
8/26/2021 4:06:04 PM---Messages--:****************************: ################NEW CONNECTION###############***********************
8/26/2021 4:06:04 PM---Messages--:Connected With   : Database :- TVI_PilotCompany
8/26/2021 4:06:16 PM---Messages--:Adding Success Factor: -------
8/26/2021 4:08:34 PM---Messages--:****************************: ################NEW CONNECTION###############***********************
8/26/2021 4:08:34 PM---Messages--:Connected With   : Database :- TVI_PilotCompany
8/26/2021 5:59:25 PM---Messages--:****************************: ################NEW CONNECTION###############***********************
8/26/2021 5:59:25 PM---Messages--:Connected With   : Database :- TVI_PilotCompany
8/26/2021 6:00:07 PM---Messages--:-#####--Claim ID:- 56740: -------#####--Success Factor ID:- TF07--------
8/26/2021 6:00:07 PM---Messages--:-#####--Claim ID:- 57748: -------#####--Success Factor ID:- DT042--------
8/26/2021 6:00:07 PM---Messages--:-#####--Claim ID:- 56193: -------#####--Success Factor ID:- 1868--------
8/26/2021 6:00:07 PM---Messages--:-#####--Claim ID:- 56194: -------#####--Success Factor ID:- 1868--------
8/26/2021 6:00:07 PM---Messages--:-#####--Claim ID:- 57599: -------#####--Success Factor ID:- 1796--------
8/26/2021 6:00:07 PM---Messages--:-#####--Claim ID:- 56692: -------#####--Success Factor ID:- 1796--------
8/26/2021 6:00:07 PM---Messages--:-#####--Claim ID:- 57079: -------#####--Success Factor ID:- 1412--------
8/26/2021 6:00:08 PM---Messages--:-#####--Claim ID:- 57547: -------#####--Success Factor ID:- 1733--------
8/26/2021 6:00:08 PM---Messages--:-#####--Claim ID:- 57543: -------#####--Success Factor ID:- 1733--------
8/26/2021 6:00:08 PM---Messages--:-#####--Claim ID:- 56291: -------#####--Success Factor ID:- 1409--------
8/26/2021 6:00:08 PM---Messages--:-#####--Claim ID:- 57545: -------#####--Success Factor ID:- 1326--------
8/26/2021 6:00:08 PM---Messages--:-#####--Claim ID:- 57452: -------#####--Success Factor ID:- 1830--------
8/26/2021 6:00:08 PM---Messages--:-#####--Claim ID:- 57633: -------#####--Success Factor ID:- 1845--------
8/26/2021 6:00:08 PM---Messages--:-#####--Claim ID:- 57286: -------#####--Success Factor ID:- 1884--------
8/26/2021 6:00:08 PM---Messages--:-#####--Claim ID:- 56210: -------#####--Success Factor ID:- 1884--------
8/26/2021 6:00:08 PM---Messages--:-#####--Claim ID:- 56204: -------#####--Success Factor ID:- 1884--------
8/26/2021 6:00:08 PM---Messages--:-#####--Claim ID:- 56994: -------#####--Success Factor ID:- 1365--------
8/26/2021 6:00:08 PM---Messages--:-#####--Claim ID:- 56212: -------#####--Success Factor ID:- 1737--------
8/26/2021 6:00:08 PM---Messages--:-#####--Claim ID:- 56480: -------#####--Success Factor ID:- 1227--------
8/26/2021 6:00:09 PM---Messages--:-#####--Claim ID:- 56776: -------#####--Success Factor ID:- 1229--------
8/26/2021 6:00:09 PM---Messages--:-#####--Claim ID:- 57244: -------#####--Success Factor ID:- 1827--------
8/26/2021 6:00:09 PM---Messages--:-#####--Claim ID:- 56778: -------#####--Success Factor ID:- 1755--------
8/26/2021 6:00:09 PM---Messages--:-#####--Claim ID:- 56728: -------#####--Success Factor ID:- 1506--------
8/26/2021 6:00:09 PM---Messages--:-#####--Claim ID:- 56746: -------#####--Success Factor ID:- 1048--------
8/26/2021 6:00:09 PM---Messages--:-#####--Claim ID:- 56748: -------#####--Success Factor ID:- 1404--------
8/26/2021 6:00:09 PM---Messages--:-#####--Claim ID:- 57554: -------#####--Success Factor ID:- 769--------
8/26/2021 6:00:09 PM---Messages--:-#####--Claim ID:- 57565: -------#####--Success Factor ID:- 156--------
8/26/2021 6:00:09 PM---Messages--:-#####--Claim ID:- 57567: -------#####--Success Factor ID:- 156--------
8/26/2021 6:00:10 PM---Messages--:-#####--Claim ID:- 57398: -------#####--Success Factor ID:- 1716--------
8/26/2021 6:00:10 PM---Messages--:-#####--Claim ID:- 57549: -------#####--Success Factor ID:- 374--------
8/26/2021 6:00:10 PM---Messages--:-#####--Claim ID:- 56808: -------#####--Success Factor ID:- 1374--------
8/26/2021 6:00:10 PM---Messages--:-#####--Claim ID:- 57288: -------#####--Success Factor ID:- 1211--------
8/26/2021 6:00:10 PM---Messages--:-#####--Claim ID:- 56848: -------#####--Success Factor ID:- 1416--------
8/26/2021 6:00:10 PM---Messages--:-#####--Claim ID:- 56850: -------#####--Success Factor ID:- 1416--------
8/26/2021 6:00:10 PM---Messages--:-#####--Claim ID:- 56275: -------#####--Success Factor ID:- 1866--------
8/26/2021 6:00:10 PM---Messages--:-#####--Claim ID:- 57131: -------#####--Success Factor ID:- 1715--------
8/26/2021 6:00:10 PM---Messages--:-#####--Claim ID:- 56758: -------#####--Success Factor ID:- 1879--------
8/26/2021 6:00:11 PM---Messages--:-#####--Claim ID:- 56722: -------#####--Success Factor ID:- 1532--------
8/26/2021 6:00:11 PM---Messages--:-#####--Claim ID:- 54542: -------#####--Success Factor ID:- 1762--------
8/26/2021 6:00:11 PM---Messages--:-#####--Claim ID:- 55803: -------#####--Success Factor ID:- 1200--------
8/26/2021 6:00:11 PM---Messages--:-#####--Claim ID:- 55804: -------#####--Success Factor ID:- 1200--------
8/26/2021 6:00:11 PM---Messages--:-#####--Claim ID:- 57541: -------#####--Success Factor ID:- 1684--------
8/26/2021 6:00:11 PM---Messages--:-#####--Claim ID:- 57284: -------#####--Success Factor ID:- 1904--------
8/26/2021 6:00:11 PM---Messages--:Adding Success Factor: -------
8/26/2021 6:00:36 PM---Messages--:Success Factor is added successfully: -------------------
