2/11/2021 1:14:04 PM---Messages--:****************************: ################NEW CONNECTION###############***********************
2/11/2021 1:14:04 PM---Messages--:Connected With   : Database :- TVI_PilotCompany
2/11/2021 1:14:56 PM---Messages--:-#####--Claim ID:- 39988: -------#####--Success Factor ID:- 1613--------
2/11/2021 1:14:56 PM---Messages--:-#####--Claim ID:- 39989: -------#####--Success Factor ID:- 1613--------
2/11/2021 1:14:56 PM---Messages--:-#####--Claim ID:- 39990: -------#####--Success Factor ID:- 1613--------
2/11/2021 1:14:56 PM---Messages--:-#####--Claim ID:- 39991: -------#####--Success Factor ID:- 1613--------
2/11/2021 1:14:56 PM---Messages--:-#####--Claim ID:- 46145: -------#####--Success Factor ID:- 1691--------
2/11/2021 1:14:56 PM---Messages--:-#####--Claim ID:- 46139: -------#####--Success Factor ID:- 1691--------
2/11/2021 1:14:56 PM---Messages--:-#####--Claim ID:- 46183: -------#####--Success Factor ID:- 1691--------
2/11/2021 1:14:57 PM---Messages--:-#####--Claim ID:- 46360: -------#####--Success Factor ID:- DT149--------
2/11/2021 1:14:57 PM---Messages--:-#####--Claim ID:- 46354: -------#####--Success Factor ID:- DT149--------
2/11/2021 1:14:57 PM---Messages--:-#####--Claim ID:- 46080: -------#####--Success Factor ID:- DT149--------
2/11/2021 1:14:57 PM---Messages--:-#####--Claim ID:- 46367: -------#####--Success Factor ID:- DT149--------
2/11/2021 1:14:57 PM---Messages--:-#####--Claim ID:- 46711: -------#####--Success Factor ID:- SRMT328--------
2/11/2021 1:14:57 PM---Messages--:-#####--Claim ID:- 46750: -------#####--Success Factor ID:- SRMT328--------
2/11/2021 1:14:57 PM---Messages--:-#####--Claim ID:- 46754: -------#####--Success Factor ID:- SRMT328--------
2/11/2021 1:14:57 PM---Messages--:-#####--Claim ID:- 47018: -------#####--Success Factor ID:- DT193--------
2/11/2021 1:14:57 PM---Messages--:-#####--Claim ID:- 47008: -------#####--Success Factor ID:- DT193--------
2/11/2021 1:14:57 PM---Messages--:-#####--Claim ID:- 47024: -------#####--Success Factor ID:- DT193--------
2/11/2021 1:14:57 PM---Messages--:-#####--Claim ID:- 47034: -------#####--Success Factor ID:- DT193--------
2/11/2021 1:14:57 PM---Messages--:-#####--Claim ID:- 45912: -------#####--Success Factor ID:- 1351--------
2/11/2021 1:14:57 PM---Messages--:-#####--Claim ID:- 46456: -------#####--Success Factor ID:- 1630--------
2/11/2021 1:14:58 PM---Messages--:-#####--Claim ID:- 46318: -------#####--Success Factor ID:- DT108--------
2/11/2021 1:14:58 PM---Messages--:-#####--Claim ID:- 46411: -------#####--Success Factor ID:- DT186--------
2/11/2021 1:14:58 PM---Messages--:-#####--Claim ID:- 46573: -------#####--Success Factor ID:- SRMT282--------
2/11/2021 1:14:58 PM---Messages--:-#####--Claim ID:- 46935: -------#####--Success Factor ID:- DT150--------
2/11/2021 1:14:58 PM---Messages--:-#####--Claim ID:- 46018: -------#####--Success Factor ID:- DT063--------
2/11/2021 1:14:58 PM---Messages--:-#####--Claim ID:- 46454: -------#####--Success Factor ID:- SRMT348--------
2/11/2021 1:14:58 PM---Messages--:-#####--Claim ID:- 45963: -------#####--Success Factor ID:- SRMT348--------
2/11/2021 1:14:59 PM---Messages--:-#####--Claim ID:- 46016: -------#####--Success Factor ID:- SRMT347--------
2/11/2021 1:14:59 PM---Messages--:-#####--Claim ID:- 46336: -------#####--Success Factor ID:- SRMT347--------
2/11/2021 1:14:59 PM---Messages--:-#####--Claim ID:- 45930: -------#####--Success Factor ID:- 1860--------
2/11/2021 1:14:59 PM---Messages--:-#####--Claim ID:- 45933: -------#####--Success Factor ID:- 1843--------
2/11/2021 1:14:59 PM---Messages--:-#####--Claim ID:- 46611: -------#####--Success Factor ID:- 1843--------
2/11/2021 1:14:59 PM---Messages--:-#####--Claim ID:- 46334: -------#####--Success Factor ID:- 32--------
2/11/2021 1:14:59 PM---Messages--:-#####--Claim ID:- 46058: -------#####--Success Factor ID:- 1572--------
2/11/2021 1:14:59 PM---Messages--:-#####--Claim ID:- 46057: -------#####--Success Factor ID:- 1572--------
2/11/2021 1:14:59 PM---Messages--:-#####--Claim ID:- 46056: -------#####--Success Factor ID:- 1572--------
2/11/2021 1:14:59 PM---Messages--:-#####--Claim ID:- 46055: -------#####--Success Factor ID:- 1572--------
2/11/2021 1:14:59 PM---Messages--:-#####--Claim ID:- 46284: -------#####--Success Factor ID:- 1835--------
2/11/2021 1:15:00 PM---Messages--:-#####--Claim ID:- 46316: -------#####--Success Factor ID:- 1531--------
2/11/2021 1:15:00 PM---Messages--:-#####--Claim ID:- 46478: -------#####--Success Factor ID:- 1830--------
2/11/2021 1:15:00 PM---Messages--:-#####--Claim ID:- 46415: -------#####--Success Factor ID:- 1831--------
2/11/2021 1:15:00 PM---Messages--:-#####--Claim ID:- 46520: -------#####--Success Factor ID:- 1348--------
2/11/2021 1:15:00 PM---Messages--:-#####--Claim ID:- 46268: -------#####--Success Factor ID:- 1586--------
2/11/2021 1:15:00 PM---Messages--:-#####--Claim ID:- 46187: -------#####--Success Factor ID:- 245--------
2/11/2021 1:15:00 PM---Messages--:-#####--Claim ID:- 46428: -------#####--Success Factor ID:- 1195--------
2/11/2021 1:15:01 PM---Messages--:-#####--Claim ID:- 45992: -------#####--Success Factor ID:- 1705--------
2/11/2021 1:15:01 PM---Messages--:-#####--Claim ID:- 46270: -------#####--Success Factor ID:- 1705--------
2/11/2021 1:15:01 PM---Messages--:-#####--Claim ID:- 46330: -------#####--Success Factor ID:- 688--------
2/11/2021 1:15:01 PM---Messages--:Adding Success Factor: -------
2/11/2021 1:15:07 PM---Messages--:Success Factor is added successfully: -------------------
